Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
R. Diaz,3768,6783,284,289,49.5,41.2,51,0,1.8,0,4,1,68,0,0,0,49.5,43,51,Roberto Diaz,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T68,0.12,0.59,-0.8,-0.7,-0.9,-0.78
R. Garrigus,3768,1254,284,282,64,57.2,60,3,7.6,3,4,1,32,2,1,0,69,65.8,63,Robert Garrigus,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,0.79,-0.29,0.35,0.12,0.18,0.97
R. Goosen,3768,167,284,292,47.5,35.7,47,0,1,0,4,1,77,0,0,0,47.5,36.7,47,Retief Goosen,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T77,-0.69,-0.59,-0.55,0.31,-0.84,-1.53
R. Knox,3768,4483,284,290,55,43.5,49,6,8.4,6,4,1,72,0,0,0,61,51.9,55,Russell Knox,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T72,-0.87,0.26,-0.83,0.41,-0.16,-1.03
R. Moore,3768,809,284,285,55,48.3,58,0,0.8,0,4,1,51,0,0,0,55,49.1,58,Ryan Moore,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T51,0.16,0.69,-0.74,0.12,0.06,0.22
R. Oppenheim,3768,1733,142,146,21.5,17.5,23,0,0.4,0,2,0,NA,0,0,0,21.5,17.9,23,Rob Oppenheim,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.12,-0.73,0.22,-0.87,-1.39,-1.27
R. Pampling,3768,335,284,284,52,48.4,67,3,5.6,4,4,1,47,1,0,0,56,54,71,Rod Pampling,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T47,0.08,-0.22,0.14,0.47,0.39,0.47
R. Sabbatini,3768,377,142,147,26.5,19,21,0,1.4,0,2,0,NA,0,0,0,26.5,20.4,21,Rory Sabbatini,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.01,-1.68,-0.12,0.02,-1.78,-1.77
R. Streb,3768,5619,142,147,23,16.1,22,0,0.6,0,2,0,NA,0,0,0,23,16.7,22,Robert Streb,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.89,-0.15,-1.93,-0.57,-2.66,-1.77
R. Werenski,3768,9804,284,285,59.5,50.2,59,0,12.4,0,4,1,51,0,0,0,59.5,62.6,59,Richy Werenski,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T51,-0.04,0.07,0.28,-0.09,0.26,0.22
S. Bae,3768,4015,142,144,22,19.4,28,0,0.2,0,2,0,NA,0,0,0,22,19.6,28,Sang-Moon Bae,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.17,0.25,-0.03,0.68,0.9,-0.27
S. Brown,3768,4591,284,287,55,45.9,54,0,12.2,0,4,1,63,0,0,0,55,58.1,54,Scott Brown,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T63,0.54,-0.36,-0.31,-0.15,-0.82,-0.28
S. Burns,3768,9938,284,281,67,60.5,62,0,6.4,0,4,1,20,5,4,2,72,70.9,64,Sam Burns,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,0.65,-0.13,-0.1,0.81,0.57,1.22
S. Jaeger,3768,6937,284,281,61,56,69,3,2.2,3,4,1,20,5,4,2,69,62.2,74,Stephan Jaeger,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,0.5,0.34,0.16,0.23,0.72,1.22
S. Kaufman,3768,9528,142,145,25.5,21.1,26,3,1.6,3,2,0,NA,0,0,0,28.5,22.7,29,Smylie Kaufman,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,1.29,0.04,-0.68,-1.42,-2.06,-0.77
S. Piercy,3768,1037,284,282,56,52.2,64,3,6,4,4,1,32,2,1,0,61,59.2,68,Scott Piercy,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,-0.18,0.27,0.94,-0.06,1.15,0.97
S. Power,3768,6001,284,283,63.5,55.2,59,3,12.8,3,4,1,41,1,0,0,67.5,68,62,Seamus Power,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T41,1.19,0.02,-0.49,0,-0.47,0.72
S. Ryder,3768,7001,142,147,25.5,18.7,22,0,1.6,0,2,0,NA,0,0,0,25.5,20.3,22,Sam Ryder,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-2.4,-0.44,0.71,0.36,0.63,-1.77
S. Saunders,3768,1613,284,286,60,49.8,56,0,1.4,0,4,1,57,0,0,0,60,51.2,56,Sam Saunders,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T57,-0.25,0.2,-0.6,0.61,0.22,-0.03
S. Stallings,3768,3378,284,283,59,51.9,62,0,6.2,0,4,1,41,1,0,0,60,58.1,62,Scott Stallings,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T41,0.8,0.14,-0.45,0.23,-0.08,0.72
S. Stefani,3768,4643,284,289,47.5,38,55,0,1.4,0,4,1,68,0,0,0,47.5,39.4,55,Shawn Stefani,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T68,0.02,-0.92,0.07,0.06,-0.8,-0.78
T. Duncan,3768,9569,142,146,20,16.4,24,0,1,0,2,0,NA,0,0,0,20,17.4,24,Tyler Duncan,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.39,-0.4,-1.34,0.86,-0.88,-1.27
T. Finau,3768,2230,284,279,68.5,62.6,69,0,5.8,0,4,1,16,5,4,2,73.5,72.4,71,Tony Finau,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T16,-1.72,1.01,1.37,1.06,3.44,1.72
T. Gooch,3768,9513,284,279,67,61.7,66,6,18.4,7,4,1,16,5,4,2,78,84.1,75,Talor Gooch,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T16,0.48,-0.62,1.42,0.43,1.24,1.72
T. Hoge,3768,6086,284,277,69,64.6,73,12,20.2,13,4,1,7,10,10,7,91,94.8,93,Tom Hoge,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T7,0.83,-0.05,1.36,0.09,1.39,2.22
T. Lovelady,3768,10586,142,144,22,19.4,28,0,0.6,0,2,0,NA,0,0,0,22,20,28,Tom Lovelady,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.09,0.81,0.16,-1.15,-0.18,-0.27
T. Merritt,3768,3970,284,285,57,48.9,58,0,5.8,0,4,1,51,0,0,0,57,54.7,58,Troy Merritt,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T51,0.42,-0.42,0.31,-0.09,-0.2,0.22
T. Moore,3768,10664,142,148,22.5,16.7,17,0,0.4,0,2,0,NA,0,0,0,22.5,17.1,17,Taylor Moore,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.19,0.5,-0.93,-0.65,-1.08,-2.27
T. Mullinax,3768,9626,284,281,71,61.7,62,3,12.6,3,4,1,20,5,4,2,79,78.3,67,Trey Mullinax,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,1.6,-0.55,0.07,0.11,-0.38,1.22
T. Van Aswegen,3768,3295,142,147,24.5,17.2,21,0,5.6,0,2,0,NA,0,0,0,24.5,22.8,21,Tyrone Van Aswegen,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.42,0.02,-0.77,-0.6,-1.35,-1.77
V. Singh,3768,392,142,145,21,17.9,26,0,0,0,2,0,NA,0,0,0,21,17.9,26,Vijay Singh,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.39,-0.09,-1.02,0.72,-0.39,-0.77
V. Taylor,3768,1185,142,147,24.5,17.2,21,3,7,3,2,0,NA,0,0,0,27.5,24.2,24,Vaughn Taylor,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.24,-1.14,-0.15,-0.23,-1.53,-1.77
W. Kim,3768,7082,284,275,71,67.7,74,3,16.4,4,4,1,2,20,20,13,94,104.1,91,Whee Kim,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T2,2.16,-0.14,0.56,0.14,0.56,2.72
W. McGirt,3768,3532,284,278,63,60.4,70,3,2.4,3,4,1,10,7,6,4,73,68.8,77,William McGirt,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T10,1.08,-0.15,0.73,0.32,0.89,1.97
W. Simpson,3768,1614,284,281,57,52.3,70,3,5,4,4,1,20,5,4,2,65,61.3,76,Webb Simpson,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,0.53,-0.36,0.72,0.33,0.69,1.22
X. Zhang,3768,4479,142,149,22.5,14.1,20,0,5.4,0,2,0,NA,0,0,0,22.5,19.5,20,Xinjun Zhang,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.8,-1.18,-0.1,-0.69,-1.97,-2.77
Z. Blair,3768,9040,142,150,16.5,9.9,17,0,0.8,0,2,0,NA,0,0,0,16.5,10.7,17,Zac Blair,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.88,-1.58,-0.33,-0.48,-2.4,-3.27
Z. Dou,3768,8889,142,147,18.5,12.8,25,0,0.2,0,2,0,NA,0,0,0,18.5,13,25,Zecheng Dou,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.65,0.33,-1.09,-0.36,-1.12,-1.77
A. Ancer,3763,9261,288,291,52,43.7,56,0,1.2,0,4,1,68,0,0,0,52,44.9,56,Abraham Ancer,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T68,-0.01,-0.56,0.32,-0.59,-0.83,-0.84
A. Atwal,3763,824,144,150,18.5,12.9,21,0,0,0,2,0,NA,0,0,0,18.5,12.9,21,Arjun Atwal,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,0.48,-0.61,-2.55,-0.73,-3.89,-3.4
A. Baddeley,3763,16,288,284,62.5,58.5,65,0,6.6,0,4,1,30,3,2,0,65.5,67.1,65,Aaron Baddeley,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T30,0.5,0.42,-0.09,0.09,0.41,0.91
A. Cejka,3763,512,144,145,25,21.5,30,0,0.6,0,2,0,NA,0,0,0,25,22.1,30,Alex Cejka,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,DQ,0.42,-1.06,-0.73,0.91,-0.87,-0.46
A. Cook,3763,9517,288,283,66.5,62.2,65,3,13,3,4,1,25,4,3,1,73.5,78.2,69,Austin Cook,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T25,0.46,0.41,-0.67,0.96,0.7,1.16
A. Hadwin,3774,5548,288,295,51.5,39.4,47,0,6.6,0,4,1,65,0,0,0,51.5,46,47,Adam Hadwin,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
A. Landry,3763,4682,288,289,61.5,53.3,58,3,9.2,3,4,1,59,0,0,0,64.5,62.5,61,Andrew Landry,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T59,-0.51,-0.64,0.42,0.4,0.17,-0.34
A. Levy,3774,6041,288,287,68.5,60.5,56,3,17.8,3,4,1,31,2,1,0,73.5,79.3,59,Alexander Levy,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
A. Noren,3774,3832,288,287,63,55.7,58,0,6,0,4,1,31,2,1,0,65,62.7,58,Alexander Noren,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
A. Putnam,3763,5502,288,285,57,53.7,66,0,5.8,0,4,1,34,2,1,0,59,60.5,66,Andrew Putnam,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T34,-0.22,-0.15,0.25,0.78,0.88,0.66
A. Schenk,3763,10372,288,286,54.5,51.1,65,0,1,0,4,1,43,1,0,0,55.5,52.1,65,Adam Schenk,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T43,-0.28,0.42,0.02,0.25,0.69,0.41
A. Scott,3774,388,288,292,53,45.3,53,0,0.4,0,4,1,50,1,0,0,54,45.7,53,Adam Scott,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
A. Wise,3763,10577,288,283,73.5,65.6,63,3,20.6,3,4,1,25,4,3,1,80.5,89.2,67,Aaron Wise,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T25,-0.28,0.07,1.33,0.04,1.44,1.16
B. Barber,3763,6062,144,144,29,25.2,30,0,5.8,0,2,0,NA,0,0,0,29,31,30,Blayne Barber,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,0.52,-0.82,-0.15,0.04,-0.92,-0.4
B. Burgoon,3763,1626,72,74,13.5,9.9,11,0,0.8,0,1,0,NA,0,0,0,13.5,10.7,11,Bronson Burgoon,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,W/D,-1.9,0.5,0.32,-1.39,-0.56,-2.46
B. Crane,3763,693,288,286,52,48.4,68,3,6.2,4,4,1,43,1,0,0,56,54.6,72,Ben Crane,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T43,0.24,0.03,0.31,-0.17,0.18,0.41
B. Davis,3763,1049,144,150,25.5,17.5,19,0,1.2,0,2,0,NA,0,0,0,25.5,18.7,19,Brian Davis,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-2.09,-0.07,-1.08,-0.17,-1.31,-3.4
B. de Jonge,3763,1758,144,147,26,20.7,24,0,1,0,2,0,NA,0,0,0,26,21.7,24,Brendon De Jonge,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,0.11,-0.98,-0.37,-0.67,-2.02,-1.9
B. Garnett,3763,2283,288,286,63,55.6,62,0,7,0,4,1,43,1,0,0,64,62.6,62,Brice Garnett,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T43,0.48,0.26,-1,0.68,-0.06,0.41
B. Gay,3763,159,288,282,63.5,59.9,71,0,5.8,0,4,1,18,5,4,2,68.5,69.7,73,Brian Gay,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T18,1.4,0.91,0.04,-0.93,0.02,1.41
B. Grace,3774,4383,288,284,67,59.2,66,3,7.8,3,4,1,15,6,5,3,76,72,72,Branden Grace,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Haas,3774,774,288,294,50.5,40.3,49,0,3,0,4,1,62,0,0,0,50.5,43.3,49,Bill Haas,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Hagy,3763,9584,288,282,66,62.6,68,0,8,0,4,1,18,5,4,2,71,74.6,70,Brandon Hagy,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T18,0.98,0.39,-0.37,0.42,0.43,1.41
B. Harkins,3763,7161,144,152,21.5,12.7,15,0,1.2,0,2,0,NA,0,0,0,21.5,13.9,15,Brandon Harkins,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-0.78,-0.62,-2.7,-0.3,-3.62,-4.4
B. Harman,3774,1225,288,281,62.5,60.8,73,3,7,3,4,1,8,9,8,6,74.5,75.8,82,Brian Harman,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Hossler,3763,6011,288,280,65,63.4,74,6,12.8,7,4,1,10,7,6,4,78,82.2,85,Beau Hossler,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T10,0.59,0.31,0.44,0.58,1.32,1.91
B. Hurley,3763,1612,288,283,63.5,60,67,0,6,0,4,1,25,4,3,1,67.5,69,68,Billy Hurley,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Koepka,3774,6798,288,276,87,81.1,77,9,25,10,4,1,2,20,20,13,116,126.1,100,Brooks Koepka,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Martin,3763,4638,288,289,54.5,46.2,61,0,0.2,0,4,1,59,0,0,0,54.5,46.4,61,Ben Martin,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T59,0.31,0.04,-0.13,-0.55,-0.65,-0.34
B. Silverman,3763,8910,288,279,73,69.5,74,0,7.8,0,4,1,7,10,10,7,83,87.3,81,Benjamin Silverman,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T7,0.48,0.04,1.66,-0.02,1.68,2.16
B. Stegmaier,3763,1673,288,286,57,52.4,66,3,1.8,3,4,1,43,1,0,0,61,54.2,69,Brett Stegmaier,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T43,0.07,0.93,-0.49,-0.09,0.34,0.41
B. Stone,3774,6280,288,308,37.5,15.6,30,0,6,0,4,1,76,0,0,0,37.5,21.6,30,Brandon Stone,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Stuard,3763,3599,288,278,73,70.8,74,3,7,3,4,1,4,16,16,10,92,93.8,87,Brian Stuard,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T4,1.1,0.2,1.35,-0.24,1.31,2.41
B. Todd,3763,3454,144,149,19.5,14.4,23,0,0.4,0,2,0,NA,0,0,0,19.5,14.8,23,Brendon Todd,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-0.43,0.08,-1.62,-0.93,-2.48,-2.9
B. Wiesberger,3774,4317,288,282,73,65.8,70,8,7.4,3,4,1,9,8,7,5,89,80.2,78,Bernd Wiesberger,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
C. Conners,3763,9126,288,290,51,44.6,58,0,1.6,0,4,1,65,0,0,0,51,46.2,58,Corey Conners,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T65,-0.32,-0.53,0.56,-0.29,-0.26,-0.59
C. Gribble,3763,8971,144,144,29,25.2,30,0,0.8,0,2,0,NA,0,0,0,29,26,30,Cody Gribble,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-0.72,-0.3,0.76,-0.14,0.32,-0.4
C. Hadley,3763,5704,288,274,83.5,80.5,83,6,18.4,7,4,1,2,20,20,13,109.5,118.9,103,Chesson Hadley,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,2,0.48,-0.24,2.06,1.11,2.93,3.41
C. Howell III,3774,208,288,284,63,58,66,0,7,0,4,1,15,6,5,3,69,70,69,Charles Howell III,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
C. Kim,3774,5724,288,293,57.5,44.7,54,0,5.8,0,4,1,58,0,0,0,57.5,50.5,54,Chan Kim,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
C. Kirk,3763,3449,288,285,61.5,57,63,0,12.2,0,4,1,34,2,1,0,63.5,70.2,63,Chris Kirk,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T34,-0.75,0.52,1.03,-0.13,1.42,0.66
C. Percy,3763,1121,288,285,58.5,54.8,65,0,10.8,0,4,1,34,2,1,0,60.5,66.6,65,Cameron Percy,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T34,0.25,0.28,0.51,-0.38,0.41,0.66
C. Pettersson,3763,856,144,153,17,9.5,14,0,0.4,0,2,0,NA,0,0,0,17,9.9,14,Carl Pettersson,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-3.21,-0.95,-0.28,-0.46,-1.7,-4.9
C. Reavie,3774,769,288,286,65.5,58.3,59,0,11.4,0,4,1,24,4,3,1,69.5,72.7,60,Chez Reavie,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
C. Schwartzel,3774,1097,288,292,55.5,44.1,55,3,6.6,4,4,1,50,1,0,0,59.5,50.7,59,Charl Schwartzel,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
C. Tringale,3763,4645,288,288,59.5,51.5,59,0,11.4,0,4,1,53,0,0,0,59.5,62.9,59,Cameron Tringale,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T53,-0.01,0.21,0.42,-0.71,-0.08,-0.09
D. Berger,3774,9025,288,286,60.5,55.5,61,3,7.4,3,4,1,24,4,3,1,67.5,65.9,65,Daniel Berger,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
D. Ernst,3763,7004,288,285,66,60.3,60,0,17.6,0,4,1,34,2,1,0,68,78.9,60,Derek Ernst,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T34,-0.8,0.06,0.48,0.93,1.46,0.66
D. Fathauer,3763,3577,288,280,72.5,68.9,69,9,19,10,4,1,10,7,6,4,88.5,93.9,83,Derek Fathauer,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T10,0.93,0.71,1.15,-0.87,0.98,1.91
D. Hearn,3763,928,288,289,56.5,49.4,57,3,8.6,3,4,1,59,0,0,0,59.5,58,60,David Hearn,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,T59,-0.02,-0.01,0.27,-0.59,-0.32,-0.34
D. Johnson,3774,3448,288,276,81.5,77.7,75,6,24,7,4,1,2,20,20,13,107.5,121.7,95,Dustin Johnson,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
D. Lipsky,3774,6701,288,293,63,47.1,50,3,18,3,4,1,58,0,0,0,66,65.1,53,David Lipsky,NA,NA,NA,World Golf Championships-HSBC Champions,"Sheshan International GC - Shanghai, China",2017-10-29,9.75,2018,0,NA,NA,NA,NA,NA,NA,NA
D. Love III,3763,278,144,144,24,22.4,32,0,0.6,0,2,0,NA,0,0,0,24,23,32,Davis Love III,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-0.53,-0.46,0.71,-0.12,0.13,-0.4
D. McCarthy,3763,10054,144,145,24.5,22,29,0,0.2,0,2,0,NA,0,0,0,24.5,22.2,29,Denny McCarthy,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2017-10-29,4.3,2018,0,CUT,-0.9,0.99,-1.99,1,-0.01,-0.9
